Product's ID,Full product's name,Producer's official name,Current price,Product type
P00006474,Eyeliner,Tresemmé,14.8,Eyeliner
P00006475,Hydrating Mist,Estée Lauder,18.59,Moisturizer
P00006476,Lipstick,MAC Cosmetics,14.03,Sunscreen
P00006477,Lipstick,Cetaphil,12.27,Sunscreen
P00006478,Eye Shadow,Elizabeth Arden,19.54,Face Serum
P00006479,Eye Shadow,Neutrogena,10.99,Body Lotion
P00006480,Body Scrub,Clinique,12.81,Face Serum
P00006481,Foundation,Garnier,14.34,Sunscreen
P00006482,Face Wash,Cetaphil,17.37,Foundation
P00006483,Face Mask,Lancome,19.8,Eyeliner
P00006484,Hair Serum,Nivea,11.18,Body Lotion
P00006485,Nail Polish,Estée Lauder,10.25,Foundation
P00006486,Hair Dye,Elizabeth Arden,10.54,Body Lotion
P00006487,Exfoliating Scrub,L'Oreal,13.03,Moisturizer
P00006488,Hair Dye,Sephora,10.17,Body Lotion
P00006489,Hair Gel,L'Oreal,15.51,Face Serum
P00006490,Hair Dye,Rimmel,19.13,Face Serum
P00006491,Lipstick,Origins,19.91,Foundation
P00006492,Under Eye Cream,Maybelline,19.55,Shampoo
P00006493,Concealer,Cetaphil,16.23,Body Lotion
P00006494,Face Mask,Rimmel,16.4,Shampoo
P00006495,Concealer,Tresemmé,11.18,Conditioner
P00006496,Face Mask,Elizabeth Arden,14.93,Body Lotion
P00006497,Hair Spray,The Body Shop,19.3,Face Serum
P00006498,Toner,Sephora,11.87,Lipstick
P00006499,Hair Spray,Nivea,10.72,Face Serum
P00006500,Massage Oil,Kiehl's,12.85,Conditioner
P00006501,Hair Mousse,The Body Shop,13.4,Conditioner
P00006502,Shampoo,L'Oreal,15.84,Face Serum
P00006503,Face Wash,Clinique,18.51,Mascara
P00006504,Foot Scrub,NYX,10.68,Foundation
P00006505,Beard Oil,St. Ives,14.57,Conditioner
P00006506,Shampoo,Olay,16.89,Foundation
P00006507,Body Lotion,L'Oreal,14.82,Mascara
P00006508,Moisturizer,Origins,14.04,Lipstick
P00006509,Perfume,CoverGirl,16.92,Lipstick
P00006510,Concealer,Kiehl's,12.99,Moisturizer
P00006511,Setting Spray,Maybelline,15.89,Shampoo
P00006512,Anti-Aging Cream,Kiehl's,19.6,Eyeliner
P00006513,Sunscreen,Estée Lauder,10.98,Lipstick
P00006514,Nail Polish,The Body Shop,14.27,Mascara
P00006515,Beard Oil,Burt's Bees,17.73,Face Serum
P00006516,Eyeliner,Maybelline,11.96,Shampoo
P00006517,Conditioner,Revlon,17.54,Body Lotion
P00006518,Beard Oil,Maybelline,14.79,Sunscreen
P00006519,Lip Balm,Rimmel,15.0,Conditioner
P00006520,Eye Shadow,Olay,10.8,Shampoo
P00006521,Beard Oil,St. Ives,12.13,Conditioner
P00006522,Mascara,Garnier,10.92,Eyeliner
P00006523,Sunscreen,The Body Shop,16.31,Lipstick
P00006524,Toner,Kiehl's,12.81,Moisturizer
P00006525,Shaving Cream,Burt's Bees,15.82,Sunscreen
P00006526,Exfoliating Scrub,Pantene,14.25,Mascara
P00006527,Hair Serum,Burt's Bees,16.18,Mascara
P00006528,Exfoliating Scrub,Kiehl's,14.31,Mascara
P00006529,Eye Shadow,Estée Lauder,13.02,Conditioner
P00006530,Face Wash,Clinique,15.5,Body Lotion
P00006531,Setting Spray,Elizabeth Arden,14.23,Foundation
P00006532,Hair Mask,Nivea,16.57,Foundation
P00006533,Blush,MAC Cosmetics,13.74,Face Serum
P00006534,Clay Mask,L'Oreal,14.38,Shampoo
P00006535,Moisturizer,Olay,14.47,Body Lotion
P00006536,Nail Polish,Cetaphil,15.53,Shampoo
P00006537,Lipstick,Avon,13.32,Moisturizer
P00006538,Foundation,Sephora,19.24,Face Serum
P00006539,Hair Gel,The Body Shop,11.65,Moisturizer
P00006540,Eyeliner,MAC Cosmetics,16.93,Moisturizer
P00006541,Beard Oil,Nivea,17.78,Conditioner
P00006542,Hair Spray,Cetaphil,14.64,Lipstick
P00006543,Shaving Cream,Olay,11.39,Shampoo
P00006544,Massage Oil,Cetaphil,17.61,Body Lotion
P00006545,Clay Mask,Maybelline,13.75,Mascara
P00006546,Foot Scrub,Olay,11.29,Shampoo
P00006547,Clay Mask,Revlon,16.24,Foundation
P00006548,Eyeliner,St. Ives,14.73,Sunscreen
P00006549,Hair Gel,Urban Decay,14.33,Conditioner
P00006550,Body Scrub,Maybelline,19.77,Foundation
P00006551,Hair Spray,CoverGirl,10.46,Moisturizer
P00006552,Eye Shadow,Burt's Bees,10.46,Eyeliner
P00006553,Foot Scrub,Rimmel,12.58,Conditioner
P00006554,Shaving Cream,Revlon,12.37,Lipstick
P00006555,Lip Balm,Olay,10.25,Mascara
P00006556,Hair Mousse,The Body Shop,14.66,Mascara
P00006557,Under Eye Cream,Elizabeth Arden,10.6,Conditioner
P00006558,Shampoo,MAC Cosmetics,15.84,Sunscreen
P00006559,Perfume,CoverGirl,16.8,Eyeliner
P00006560,Foundation,Burt's Bees,18.17,Foundation
P00006561,Under Eye Cream,Chanel,12.58,Eyeliner
P00006562,Setting Spray,Urban Decay,16.51,Mascara
P00006563,Anti-Aging Cream,Sephora,14.93,Body Lotion
P00006564,Hair Mask,Garnier,17.99,Shampoo
P00006565,Clay Mask,Tresemmé,16.36,Face Serum
P00006566,Beard Oil,Olay,13.35,Lipstick
P00006567,Hair Gel,Avon,18.63,Foundation
P00006568,Bronzer,Rimmel,14.31,Mascara
P00006569,Shampoo,Cetaphil,18.08,Lipstick
P00006570,Hair Mousse,Chanel,13.2,Moisturizer
P00006571,Clay Mask,Rimmel,16.24,Mascara
P00006572,Hair Serum,Aveda,16.05,Moisturizer
P00006573,Mascara,Kiehl's,17.76,Shampoo
P00006574,Makeup Remover,Biore,17.44,Moisturizer
P00006575,Setting Spray,Olay,16.34,Foundation
P00006576,Face Wash,L'Oreal,13.28,Face Serum
P00006577,Shampoo,Elizabeth Arden,13.65,Sunscreen
P00006578,Cuticle Oil,Olay,12.77,Face Serum
P00006579,Eyeliner,Maybelline,11.36,Eyeliner
P00006580,Body Scrub,Urban Decay,19.03,Foundation
P00006581,Eye Shadow,Pantene,14.2,Lipstick
P00006582,Hair Mousse,MAC Cosmetics,15.6,Moisturizer
P00006583,Blush,Biore,17.75,Shampoo
P00006584,Conditioner,Kiehl's,14.61,Shampoo
P00006585,Hair Gel,Neutrogena,16.66,Moisturizer
P00006586,Eye Shadow,Cetaphil,11.32,Sunscreen
P00006587,Hair Mask,Pantene,13.78,Shampoo
P00006588,Clay Mask,Lancome,15.14,Shampoo
P00006589,Conditioner,CoverGirl,19.26,Lipstick
P00006590,Hair Serum,Rimmel,17.96,Conditioner
P00006591,Hair Serum,Origins,15.16,Moisturizer
P00006592,Makeup Remover,Olay,14.9,Eyeliner
P00006593,Mascara,L'Oreal,13.67,Eyeliner
P00006594,Eyeliner,Biore,19.1,Mascara
P00006595,Highlighter,Estée Lauder,14.2,Lipstick
P00006596,Hair Serum,Burt's Bees,16.11,Body Lotion
P00006597,Foot Scrub,Clinique,16.4,Conditioner
P00006598,Face Mask,Maybelline,16.99,Face Serum
P00006599,Mascara,Kiehl's,14.98,Foundation
P00006600,Mascara,Kiehl's,12.17,Lipstick
P00006601,Mascara,Elizabeth Arden,17.28,Moisturizer
P00006602,Under Eye Cream,NYX,13.17,Foundation
P00006603,Body Lotion,Origins,19.4,Moisturizer
P00006604,Nail Polish,Rimmel,15.03,Face Serum
P00006605,Foundation,Pantene,16.58,Face Serum
P00006606,Beard Oil,Revlon,11.39,Moisturizer
P00006607,Hair Gel,Avon,15.26,Lipstick
P00006608,Eye Shadow,The Body Shop,19.82,Foundation
P00006609,Clay Mask,Aveda,13.9,Sunscreen
P00006610,Makeup Remover,Dove,11.37,Conditioner
P00006611,Beard Oil,L'Oreal,15.08,Eyeliner
P00006612,Blush,Maybelline,11.92,Body Lotion
P00006613,Conditioner,Chanel,11.95,Conditioner
P00006614,Toner,L'Oreal,12.98,Eyeliner
P00006615,Highlighter,L'Oreal,12.07,Foundation
P00006616,Conditioner,Kiehl's,14.14,Body Lotion
P00006617,Hair Mousse,Olay,18.47,Face Serum
P00006618,Under Eye Cream,Olay,11.52,Eyeliner
P00006619,Face Wash,Aveda,13.16,Moisturizer
P00006620,Foot Scrub,St. Ives,10.48,Eyeliner
P00006621,Clay Mask,Burt's Bees,12.46,Sunscreen
P00006622,Bronzer,The Body Shop,19.63,Moisturizer
P00006623,Body Lotion,Dove,11.72,Body Lotion
P00006624,Shampoo,Pantene,10.72,Body Lotion
P00006625,Face Wash,The Body Shop,18.98,Mascara
P00006626,Conditioner,Origins,18.03,Moisturizer
P00006627,Hair Dye,Biore,10.7,Conditioner
P00006628,Lip Balm,Tresemmé,17.38,Body Lotion
P00006629,Concealer,Tresemmé,11.74,Sunscreen
P00006630,Blush,CoverGirl,13.08,Foundation
P00006631,Toner,St. Ives,18.41,Mascara
P00006632,Shampoo,The Body Shop,11.27,Moisturizer
P00006633,Sunscreen,Origins,12.43,Shampoo
P00006634,Exfoliating Scrub,The Body Shop,17.38,Body Lotion
P00006635,Under Eye Cream,Biore,15.8,Mascara
P00006636,Hair Mask,Revlon,12.44,Sunscreen
P00006637,Hair Spray,Burt's Bees,15.52,Mascara
P00006638,Sunscreen,Neutrogena,17.03,Face Serum
P00006639,Hair Mask,CoverGirl,16.31,Shampoo
P00006640,Cuticle Oil,Rimmel,14.28,Body Lotion
P00006641,Shaving Cream,Avon,15.01,Foundation
P00006642,Hair Mousse,Burt's Bees,13.29,Mascara
P00006643,Face Wash,The Body Shop,16.72,Conditioner
P00006644,Shampoo,CoverGirl,18.06,Mascara
P00006645,Under Eye Cream,Dove,10.23,Sunscreen
P00006646,Exfoliating Scrub,NYX,18.46,Moisturizer
P00006647,Concealer,Elizabeth Arden,10.29,Moisturizer
P00006648,Hair Mousse,Nivea,18.12,Eyeliner
P00006649,Blush,Sephora,13.2,Conditioner
P00006650,Highlighter,CoverGirl,19.01,Sunscreen
P00006651,Bronzer,Revlon,10.99,Foundation
P00006652,Exfoliating Scrub,Estée Lauder,17.98,Sunscreen
P00006653,Toner,Estée Lauder,14.15,Eyeliner
P00006654,Hair Gel,Chanel,12.11,Shampoo
P00006655,Makeup Remover,Aveda,12.62,Foundation
P00006656,Foot Scrub,Avon,15.66,Sunscreen
P00006657,Eyeliner,Neutrogena,17.24,Conditioner
P00006658,Setting Spray,St. Ives,19.86,Shampoo
P00006659,Anti-Aging Cream,L'Oreal,11.52,Eyeliner
P00006660,Lip Balm,Garnier,18.58,Eyeliner
P00006661,Massage Oil,Clinique,19.09,Mascara
P00006662,Anti-Aging Cream,L'Oreal,15.61,Body Lotion
P00006663,Beard Oil,Revlon,12.61,Conditioner
P00006664,Body Lotion,Rimmel,19.83,Foundation
P00006665,Cuticle Oil,Revlon,18.76,Foundation
P00006666,Blush,Nivea,15.89,Lipstick
P00006667,Foot Scrub,Clinique,11.0,Moisturizer
P00006668,Hydrating Mist,St. Ives,17.82,Moisturizer
P00006669,Hair Dye,Aveda,19.25,Eyeliner
P00006670,Beard Oil,NYX,12.42,Face Serum
P00006671,Eye Shadow,Sephora,16.82,Sunscreen
P00006672,Makeup Remover,Cetaphil,12.27,Lipstick
P00006673,Eye Shadow,L'Oreal,15.57,Shampoo
P00006674,Mascara,Lancome,19.93,Sunscreen
P00006675,Hair Gel,Dove,15.74,Lipstick
P00006676,Perfume,Cetaphil,12.88,Mascara
P00006677,Concealer,Maybelline,15.98,Foundation
P00006678,Face Mask,NYX,10.27,Body Lotion
P00006679,Hair Mask,Pantene,14.53,Foundation
P00006680,Lipstick,NYX,12.12,Lipstick
P00006681,Deodorant,MAC Cosmetics,19.82,Shampoo
P00006682,Cuticle Oil,MAC Cosmetics,11.72,Mascara
P00006683,Cuticle Oil,St. Ives,12.8,Sunscreen
P00006684,Hair Spray,Clinique,13.59,Eyeliner
P00006685,Cuticle Oil,Sephora,16.38,Foundation
P00006686,Eye Shadow,Lancome,17.36,Moisturizer
P00006687,Foundation,Tresemmé,14.78,Lipstick
P00006688,Anti-Aging Cream,Kiehl's,11.06,Shampoo
P00006689,Hair Mousse,NYX,10.72,Sunscreen
P00006690,Conditioner,Rimmel,15.43,Lipstick
P00006691,Concealer,Dove,16.82,Lipstick
P00006692,Hair Mask,Rimmel,16.19,Conditioner
P00006693,Hair Dye,Chanel,16.16,Moisturizer
P00006694,Highlighter,Urban Decay,10.18,Sunscreen
P00006695,Beard Oil,Origins,13.14,Foundation
P00006696,Hair Serum,Pantene,19.28,Conditioner
P00006697,Clay Mask,Rimmel,14.24,Moisturizer
P00006698,Concealer,CoverGirl,19.12,Foundation
P00006699,Perfume,Chanel,17.89,Shampoo
P00006700,Hair Spray,Elizabeth Arden,15.86,Foundation
P00006701,Hair Spray,Burt's Bees,17.5,Sunscreen
P00006702,Shaving Cream,Burt's Bees,15.4,Sunscreen
P00006703,Body Scrub,Biore,19.68,Foundation
P00006704,Moisturizer,Garnier,16.9,Face Serum
P00006705,Face Mask,Sephora,15.09,Moisturizer
P00006706,Hair Mousse,St. Ives,18.04,Eyeliner
P00006707,Foundation,Biore,17.14,Foundation
P00006708,Bronzer,Olay,14.58,Shampoo
P00006709,Body Scrub,Biore,14.05,Face Serum
P00006710,Hair Spray,Kiehl's,11.31,Sunscreen
P00006711,Hair Spray,Aveda,14.16,Foundation
P00006712,Conditioner,Garnier,10.58,Lipstick
P00006713,Hair Mousse,Garnier,11.05,Moisturizer
P00006714,Mascara,Chanel,15.86,Shampoo
P00006715,Setting Spray,Chanel,18.45,Eyeliner
P00006716,Makeup Remover,Revlon,11.85,Conditioner
P00006717,Hair Spray,Aveda,11.56,Lipstick
P00006718,Face Mask,St. Ives,10.61,Sunscreen
P00006719,Shaving Cream,Elizabeth Arden,14.94,Conditioner
P00006720,Mascara,Elizabeth Arden,18.8,Face Serum
P00006721,Exfoliating Scrub,Olay,17.8,Moisturizer
P00006722,Face Mask,Origins,18.05,Eyeliner
P00006723,Sunscreen,Maybelline,15.16,Eyeliner
P00006724,Blush,Origins,12.86,Eyeliner
P00006725,Shampoo,NYX,14.96,Face Serum
P00006726,Conditioner,Olay,16.88,Shampoo
P00006727,Foot Scrub,Garnier,19.79,Sunscreen
P00006728,Blush,Estée Lauder,14.78,Shampoo
P00006729,Face Mask,Elizabeth Arden,11.66,Foundation
P00006730,Lipstick,MAC Cosmetics,18.14,Body Lotion
P00006731,Nail Polish,Burt's Bees,17.6,Eyeliner
P00006732,Hair Mask,Tresemmé,18.35,Sunscreen
P00006733,Blush,Tresemmé,13.75,Conditioner
P00006734,Exfoliating Scrub,Urban Decay,15.0,Body Lotion
P00006735,Face Wash,Elizabeth Arden,11.62,Conditioner
P00006736,Beard Oil,Garnier,13.87,Foundation
P00006737,Hair Mousse,Estée Lauder,11.13,Conditioner
P00006738,Lipstick,Neutrogena,12.35,Sunscreen
P00006739,Bronzer,Origins,19.76,Moisturizer
P00006740,Shampoo,St. Ives,17.65,Shampoo
P00006741,Hair Serum,Maybelline,13.31,Mascara
P00006742,Shampoo,Rimmel,17.53,Sunscreen
P00006743,Foundation,Nivea,17.94,Lipstick
P00006744,Hair Serum,Chanel,19.92,Conditioner
P00006745,Cuticle Oil,Olay,16.8,Moisturizer
P00006746,Anti-Aging Cream,Nivea,18.27,Moisturizer
P00006747,Setting Spray,Elizabeth Arden,18.93,Face Serum
P00006748,Highlighter,Pantene,17.0,Body Lotion
P00006749,Body Lotion,Chanel,16.56,Mascara
P00006750,Sunscreen,Cetaphil,15.79,Moisturizer
P00006751,Exfoliating Scrub,Nivea,17.17,Face Serum
P00006752,Highlighter,L'Oreal,14.88,Body Lotion
P00006753,Sunscreen,Chanel,12.71,Face Serum
P00006754,Shaving Cream,Chanel,17.07,Moisturizer
P00006755,Concealer,Olay,14.76,Foundation
P00006756,Massage Oil,Maybelline,16.92,Mascara
P00006757,Foot Scrub,Lancome,19.61,Body Lotion
P00006758,Makeup Remover,MAC Cosmetics,14.65,Sunscreen
P00006759,Body Lotion,Cetaphil,13.59,Eyeliner
P00006760,Beard Oil,Revlon,11.38,Face Serum
P00006761,Face Wash,Aveda,10.37,Sunscreen
P00006762,Body Scrub,Chanel,18.51,Moisturizer
P00006763,Under Eye Cream,NYX,10.97,Body Lotion
P00006764,Body Lotion,Urban Decay,15.95,Sunscreen
P00006765,Anti-Aging Cream,Clinique,13.8,Moisturizer
P00006766,Moisturizer,Dove,10.7,Body Lotion
P00006767,Hydrating Mist,Olay,19.33,Shampoo
P00006768,Makeup Remover,Garnier,15.33,Conditioner
P00006769,Mascara,L'Oreal,14.92,Body Lotion
P00006770,Hair Mask,Burt's Bees,14.19,Sunscreen
P00006771,Body Lotion,Origins,16.44,Mascara
P00006772,Beard Oil,MAC Cosmetics,13.07,Face Serum
P00006773,Hair Mask,Maybelline,19.18,Foundation
P00006774,Hair Serum,Biore,12.35,Lipstick
P00006775,Under Eye Cream,Biore,10.48,Face Serum
P00006776,Nail Polish,Biore,19.07,Body Lotion
P00006777,Eye Shadow,Estée Lauder,18.63,Face Serum
P00006778,Shaving Cream,Olay,17.63,Sunscreen
P00006779,Hair Gel,MAC Cosmetics,12.14,Eyeliner
P00006780,Massage Oil,Dove,19.34,Face Serum
P00006781,Concealer,Biore,16.35,Foundation
P00006782,Hair Spray,Urban Decay,16.1,Foundation
P00006783,Sunscreen,Clinique,13.3,Foundation
P00006784,Hair Mousse,CoverGirl,19.55,Moisturizer
P00006785,Lipstick,Biore,12.97,Mascara
P00006786,Moisturizer,Nivea,12.46,Conditioner
P00006787,Blush,Neutrogena,13.39,Sunscreen
P00006788,Hair Mask,Dove,11.63,Moisturizer
P00006789,Hydrating Mist,Pantene,18.02,Eyeliner
P00006790,Shaving Cream,Olay,13.8,Body Lotion
P00006791,Lipstick,Nivea,15.8,Lipstick
P00006792,Anti-Aging Cream,Origins,18.84,Sunscreen
P00006793,Clay Mask,Maybelline,19.63,Eyeliner
P00006794,Body Lotion,Chanel,10.32,Body Lotion
P00006795,Eyeliner,Chanel,13.69,Shampoo
P00006796,Hair Mask,NYX,12.63,Foundation
P00006797,Makeup Remover,Urban Decay,11.41,Conditioner
P00006798,Hair Spray,Chanel,17.04,Mascara
P00006799,Sunscreen,Clinique,10.12,Face Serum
P00006800,Exfoliating Scrub,Revlon,18.92,Lipstick
P00006801,Blush,Dove,15.99,Lipstick
P00006802,Blush,Kiehl's,13.28,Eyeliner
P00006803,Setting Spray,Chanel,15.18,Sunscreen
P00006804,Cuticle Oil,St. Ives,19.72,Shampoo
P00006805,Makeup Remover,Clinique,11.07,Moisturizer
P00006806,Hair Serum,Rimmel,16.11,Conditioner
P00006807,Clay Mask,Burt's Bees,12.9,Sunscreen
P00006808,Moisturizer,Sephora,16.99,Body Lotion
P00006809,Hydrating Mist,Urban Decay,16.22,Moisturizer
P00006810,Lip Balm,Nivea,16.03,Foundation
P00006811,Beard Oil,Tresemmé,18.62,Conditioner
P00006812,Eyeliner,Aveda,16.86,Mascara
P00006813,Exfoliating Scrub,Garnier,13.27,Body Lotion
P00006814,Body Scrub,Clinique,13.91,Conditioner
P00006815,Body Scrub,Burt's Bees,18.46,Face Serum
P00006816,Lip Balm,Neutrogena,13.99,Body Lotion
P00006817,Toner,Maybelline,13.27,Eyeliner
P00006818,Beard Oil,Estée Lauder,14.2,Foundation
P00006819,Hair Dye,Nivea,13.43,Lipstick
P00006820,Hair Mask,St. Ives,15.08,Moisturizer
P00006821,Shaving Cream,MAC Cosmetics,12.89,Sunscreen
P00006822,Toner,NYX,12.85,Eyeliner
P00006823,Lip Balm,Revlon,18.43,Moisturizer
P00006824,Under Eye Cream,Sephora,15.96,Mascara
P00006825,Eye Shadow,Burt's Bees,14.71,Body Lotion
P00006826,Exfoliating Scrub,Maybelline,11.52,Sunscreen
P00006827,Conditioner,Revlon,10.38,Foundation
P00006828,Hair Mousse,MAC Cosmetics,10.16,Lipstick
P00006829,Beard Oil,Garnier,13.93,Face Serum
P00006830,Setting Spray,St. Ives,16.81,Shampoo
P00006831,Makeup Remover,MAC Cosmetics,19.99,Sunscreen
P00006832,Anti-Aging Cream,Dove,13.54,Moisturizer
P00006833,Cuticle Oil,L'Oreal,19.61,Moisturizer
P00006834,Bronzer,Lancome,18.11,Moisturizer
P00006835,Deodorant,Biore,18.16,Moisturizer
P00006836,Body Scrub,Dove,11.27,Shampoo
P00006837,Lipstick,Olay,10.12,Mascara
P00006838,Massage Oil,L'Oreal,14.81,Eyeliner
P00006839,Highlighter,Neutrogena,18.13,Shampoo
P00006840,Eye Shadow,Rimmel,18.69,Moisturizer
P00006841,Bronzer,NYX,18.9,Body Lotion
P00006842,Hair Serum,Aveda,17.46,Moisturizer
P00006843,Body Lotion,The Body Shop,18.37,Moisturizer
P00006844,Sunscreen,Pantene,14.35,Face Serum
P00006845,Beard Oil,Maybelline,16.62,Foundation
P00006846,Eyeliner,Chanel,14.77,Mascara
P00006847,Toner,Clinique,13.03,Lipstick
P00006848,Perfume,St. Ives,19.02,Sunscreen
P00006849,Hydrating Mist,Clinique,14.25,Body Lotion
P00006850,Hair Gel,Garnier,19.54,Foundation
P00006851,Anti-Aging Cream,Kiehl's,18.65,Foundation
P00006852,Moisturizer,Urban Decay,16.15,Eyeliner
P00006853,Eye Shadow,Aveda,18.21,Eyeliner
P00006854,Highlighter,Olay,15.21,Body Lotion
P00006855,Sunscreen,Biore,10.57,Conditioner
P00006856,Perfume,Chanel,11.74,Shampoo
P00006857,Shaving Cream,St. Ives,16.54,Sunscreen
P00006858,Highlighter,CoverGirl,18.36,Sunscreen
P00006859,Shaving Cream,Revlon,13.95,Sunscreen
P00006860,Face Mask,Origins,16.67,Conditioner
P00006861,Foot Scrub,Avon,13.26,Mascara
P00006862,Foundation,Sephora,19.72,Moisturizer
P00006863,Body Scrub,L'Oreal,15.44,Lipstick
P00006864,Shaving Cream,Kiehl's,19.95,Foundation
P00006865,Body Scrub,Revlon,18.07,Shampoo
P00006866,Hair Gel,Maybelline,15.46,Mascara
P00006867,Setting Spray,Dove,13.08,Lipstick
P00006868,Body Scrub,St. Ives,16.98,Shampoo
P00006869,Mascara,Burt's Bees,18.21,Mascara
P00006870,Moisturizer,Garnier,10.65,Shampoo
P00006871,Hair Gel,NYX,15.74,Shampoo
P00006872,Under Eye Cream,Kiehl's,11.81,Conditioner
P00006873,Lipstick,Pantene,13.39,Face Serum
P00006874,Hair Gel,Avon,16.93,Conditioner
P00006875,Massage Oil,Chanel,10.84,Foundation
P00006876,Shampoo,Elizabeth Arden,15.25,Mascara
P00006877,Shaving Cream,The Body Shop,19.17,Shampoo
P00006878,Foundation,Neutrogena,18.17,Lipstick
P00006879,Face Wash,Origins,18.08,Face Serum
P00006880,Cuticle Oil,MAC Cosmetics,18.75,Lipstick
P00006881,Lipstick,Lancome,15.09,Shampoo
P00006882,Hair Serum,Elizabeth Arden,19.33,Mascara
P00006883,Hydrating Mist,Dove,10.98,Lipstick
P00006884,Bronzer,Biore,10.96,Mascara
P00006885,Hair Gel,Lancome,15.14,Foundation
P00006886,Deodorant,Elizabeth Arden,19.19,Mascara
P00006887,Setting Spray,Garnier,16.24,Eyeliner
P00006888,Bronzer,The Body Shop,12.2,Sunscreen
P00006889,Body Lotion,Origins,15.71,Face Serum
P00006890,Mascara,Avon,16.77,Shampoo
P00006891,Eye Shadow,St. Ives,14.64,Sunscreen
P00006892,Hair Spray,MAC Cosmetics,14.76,Foundation
P00006893,Lip Balm,CoverGirl,15.82,Shampoo
P00006894,Clay Mask,Estée Lauder,13.89,Shampoo
P00006895,Conditioner,Revlon,11.39,Lipstick
P00006896,Beard Oil,Chanel,18.88,Eyeliner
P00006897,Hair Spray,St. Ives,14.82,Eyeliner
P00006898,Sunscreen,Cetaphil,13.34,Lipstick
P00006899,Concealer,Chanel,16.45,Sunscreen
P00006900,Sunscreen,The Body Shop,10.2,Eyeliner
P00006901,Body Scrub,Pantene,14.82,Foundation
P00006902,Toner,Clinique,16.99,Conditioner
P00006903,Conditioner,St. Ives,19.66,Conditioner
P00006904,Beard Oil,Kiehl's,14.36,Moisturizer
P00006905,Body Scrub,Chanel,17.3,Conditioner
P00006906,Hydrating Mist,Kiehl's,19.83,Moisturizer
P00006907,Face Wash,Burt's Bees,12.7,Sunscreen
P00006908,Massage Oil,Elizabeth Arden,14.09,Face Serum
P00006909,Massage Oil,Nivea,13.75,Mascara
P00006910,Hair Gel,Nivea,11.35,Foundation
P00006911,Hair Dye,Avon,16.29,Sunscreen
P00006912,Hair Gel,Origins,19.85,Body Lotion
P00006913,Perfume,Clinique,13.03,Foundation
P00006914,Clay Mask,Kiehl's,16.07,Eyeliner
P00006915,Bronzer,Lancome,12.51,Lipstick
P00006916,Mascara,St. Ives,18.5,Mascara
P00006917,Under Eye Cream,Estée Lauder,16.77,Moisturizer
P00006918,Clay Mask,Nivea,18.91,Mascara
P00006919,Body Lotion,CoverGirl,10.54,Mascara
P00006920,Under Eye Cream,Olay,18.29,Foundation
P00006921,Body Scrub,Biore,11.09,Foundation
P00006922,Mascara,L'Oreal,19.86,Sunscreen
P00006923,Body Lotion,L'Oreal,17.2,Body Lotion
P00006924,Face Mask,Urban Decay,15.98,Mascara
P00006925,Face Wash,Burt's Bees,18.6,Mascara
P00006926,Face Wash,Revlon,15.08,Face Serum
P00006927,Hair Mask,Biore,15.73,Conditioner
P00006928,Body Lotion,St. Ives,18.79,Face Serum
P00006929,Conditioner,Clinique,11.74,Eyeliner
P00006930,Eye Shadow,Sephora,10.38,Conditioner
P00006931,Foot Scrub,Biore,18.54,Body Lotion
P00006932,Blush,Urban Decay,15.11,Sunscreen
P00006933,Conditioner,Olay,11.94,Eyeliner
P00006934,Lip Balm,Estée Lauder,16.05,Eyeliner
P00006935,Hair Serum,Garnier,16.55,Lipstick
P00006936,Hair Serum,The Body Shop,12.91,Moisturizer
P00006937,Blush,Pantene,13.38,Moisturizer
P00006938,Lipstick,Estée Lauder,18.1,Sunscreen
P00006939,Perfume,Nivea,14.94,Eyeliner
P00006940,Face Wash,Cetaphil,18.45,Shampoo
P00006941,Conditioner,Urban Decay,16.87,Sunscreen
P00006942,Concealer,CoverGirl,19.24,Eyeliner
P00006943,Face Mask,Clinique,10.85,Sunscreen
P00006944,Hair Mousse,Revlon,18.62,Moisturizer
P00006945,Hair Dye,Burt's Bees,13.49,Face Serum
P00006946,Mascara,Aveda,13.15,Mascara
P00006947,Lip Balm,Pantene,11.01,Lipstick
P00006948,Mascara,Pantene,14.7,Foundation
P00006949,Hair Serum,Avon,14.32,Eyeliner
P00006950,Under Eye Cream,Chanel,15.78,Foundation
P00006951,Concealer,Aveda,10.11,Sunscreen
P00006952,Shaving Cream,Burt's Bees,15.64,Sunscreen
P00006953,Beard Oil,Aveda,11.52,Body Lotion
P00006954,Hydrating Mist,Olay,17.08,Shampoo
P00006955,Face Wash,Burt's Bees,12.99,Eyeliner
P00006956,Foundation,Cetaphil,19.25,Mascara
P00006957,Bronzer,Clinique,16.71,Foundation
P00006958,Bronzer,MAC Cosmetics,17.33,Conditioner
P00006959,Highlighter,Biore,15.23,Lipstick
P00006960,Foot Scrub,Pantene,11.08,Shampoo
P00006961,Conditioner,Origins,12.19,Eyeliner
P00006962,Face Mask,Urban Decay,10.17,Body Lotion
P00006963,Sunscreen,Origins,11.24,Mascara
P00006964,Anti-Aging Cream,CoverGirl,18.83,Sunscreen
P00006965,Eyeliner,Pantene,18.64,Foundation
P00006966,Clay Mask,Rimmel,19.68,Moisturizer
P00006967,Clay Mask,Aveda,18.5,Eyeliner
P00006968,Cuticle Oil,Nivea,15.73,Foundation
P00006969,Toner,Clinique,18.43,Lipstick
